original_filename,database,pathology,detection,split,new_filename,shape1,shape2
CRIS13643817.png,DS1,covid,abnormal,test,covid_DS1_CRIS13643817.png,3052.0,3052.0
CRIS13643821.png,DS1,covid,abnormal,test,covid_DS1_CRIS13643821.png,3052.0,3052.0
CRIS13643823.png,DS1,covid,abnormal,3,covid_DS1_CRIS13643823.png,2605.0,2911.0
CRIS13643859.png,DS1,covid,abnormal,5,covid_DS1_CRIS13643859.png,3052.0,3052.0
CRIS13643927.png,DS1,covid,abnormal,test,covid_DS1_CRIS13643927.png,2546.0,2842.0
CRIS13643975.png,DS1,covid,abnormal,3,covid_DS1_CRIS13643975.png,2413.0,3184.0
CRIS13644102.png,DS1,covid,abnormal,1,covid_DS1_CRIS13644102.png,3052.0,3052.0
CRIS13644126.png,DS1,covid,abnormal,2,covid_DS1_CRIS13644126.png,2904.0,2567.0
CRIS13644141.png,DS1,covid,abnormal,4,covid_DS1_CRIS13644141.png,3052.0,3052.0
CRIS13644222.png,DS1,covid,abnormal,test,covid_DS1_CRIS13644222.png,3052.0,3052.0
CRIS13644266.png,DS1,covid,abnormal,1,covid_DS1_CRIS13644266.png,2751.0,3035.0
CRIS13644628.png,DS1,covid,abnormal,1,covid_DS1_CRIS13644628.png,2488.0,2683.0
CRIS13644655.png,DS1,covid,abnormal,3,covid_DS1_CRIS13644655.png,3052.0,3052.0
CRIS13644677.png,DS1,covid,abnormal,test,covid_DS1_CRIS13644677.png,2649.0,2796.0
CRIS13644726.png,DS1,covid,abnormal,5,covid_DS1_CRIS13644726.png,2784.0,2724.0
CRIS13644806.png,DS1,covid,abnormal,2,covid_DS1_CRIS13644806.png,3052.0,3052.0
CRIS13644857.png,DS1,covid,abnormal,2,covid_DS1_CRIS13644857.png,2996.0,2988.0
CRIS13644858.png,DS1,covid,abnormal,1,covid_DS1_CRIS13644858.png,2742.0,2891.0
CRIS13645065.png,DS1,covid,abnormal,5,covid_DS1_CRIS13645065.png,2800.0,3408.0
CRIS13645265.png,DS1,covid,abnormal,1,covid_DS1_CRIS13645265.png,3052.0,3052.0
CRIS13645591.png,DS1,covid,abnormal,2,covid_DS1_CRIS13645591.png,3052.0,3052.0
CRIS13645857.png,DS1,covid,abnormal,4,covid_DS1_CRIS13645857.png,3052.0,3052.0
CRIS13645911.png,DS1,covid,abnormal,test,covid_DS1_CRIS13645911.png,3052.0,3052.0
CRIS13645943.png,DS1,covid,abnormal,3,covid_DS1_CRIS13645943.png,3052.0,3052.0
CRIS13646111.png,DS1,covid,abnormal,test,covid_DS1_CRIS13646111.png,2971.0,2780.0
CRIS13646217.png,DS1,covid,abnormal,1,covid_DS1_CRIS13646217.png,3052.0,3052.0
CRIS13646224.png,DS1,covid,abnormal,3,covid_DS1_CRIS13646224.png,3052.0,3052.0
CRIS13646351.png,DS1,covid,abnormal,4,covid_DS1_CRIS13646351.png,2687.0,3018.0
CRIS13646471.png,DS1,covid,abnormal,test,covid_DS1_CRIS13646471.png,3052.0,3052.0
CRIS13646672.png,DS1,covid,abnormal,1,covid_DS1_CRIS13646672.png,2918.0,2672.0
CRIS13646966.png,DS1,covid,abnormal,test,covid_DS1_CRIS13646966.png,3052.0,3052.0
CRIS13647014.png,DS1,covid,abnormal,4,covid_DS1_CRIS13647014.png,3052.0,3052.0
CRIS13647019.png,DS1,covid,abnormal,4,covid_DS1_CRIS13647019.png,3052.0,3052.0
CRIS13647261.png,DS1,covid,abnormal,2,covid_DS1_CRIS13647261.png,2638.0,2895.0
CRIS13647317.png,DS1,covid,abnormal,test,covid_DS1_CRIS13647317.png,3052.0,3052.0
CRIS13647360.png,DS1,covid,abnormal,2,covid_DS1_CRIS13647360.png,2599.0,3408.0
CRIS13647496.png,DS1,covid,abnormal,4,covid_DS1_CRIS13647496.png,3052.0,3052.0
CRIS13647593.png,DS1,covid,abnormal,1,covid_DS1_CRIS13647593.png,2888.0,2586.0
CRIS13647611.png,DS1,covid,abnormal,2,covid_DS1_CRIS13647611.png,2758.0,2847.0
CRIS13647616.png,DS1,covid,abnormal,4,covid_DS1_CRIS13647616.png,3052.0,3052.0
CRIS13647751.png,DS1,covid,abnormal,1,covid_DS1_CRIS13647751.png,2556.0,2661.0
CRIS13647761.png,DS1,covid,abnormal,test,covid_DS1_CRIS13647761.png,3052.0,3052.0
CRIS13648021.png,DS1,covid,abnormal,1,covid_DS1_CRIS13648021.png,3052.0,3052.0
CRIS13648337.png,DS1,covid,abnormal,4,covid_DS1_CRIS13648337.png,3052.0,3020.0
CRIS13648437.png,DS1,covid,abnormal,3,covid_DS1_CRIS13648437.png,2700.0,2875.0
CRIS13648626.png,DS1,covid,abnormal,3,covid_DS1_CRIS13648626.png,3052.0,3052.0
CRIS13648658.png,DS1,covid,abnormal,test,covid_DS1_CRIS13648658.png,3052.0,3052.0
CRIS13648709.png,DS1,covid,abnormal,3,covid_DS1_CRIS13648709.png,2800.0,3408.0
CRIS13649134.png,DS1,covid,abnormal,2,covid_DS1_CRIS13649134.png,3052.0,3052.0
CRIS13649250.png,DS1,covid,abnormal,3,covid_DS1_CRIS13649250.png,2800.0,3408.0
CRIS13649528.png,DS1,covid,abnormal,3,covid_DS1_CRIS13649528.png,3052.0,3052.0
CRIS13649539.png,DS1,covid,abnormal,4,covid_DS1_CRIS13649539.png,2617.0,2854.0
CRIS13649547.png,DS1,covid,abnormal,5,covid_DS1_CRIS13649547.png,2800.0,3408.0
CRIS13649638.png,DS1,covid,abnormal,5,covid_DS1_CRIS13649638.png,2889.0,2604.0
CRIS13650049.png,DS1,covid,abnormal,2,covid_DS1_CRIS13650049.png,3052.0,3052.0
CRIS13650122.png,DS1,covid,abnormal,4,covid_DS1_CRIS13650122.png,2700.0,3052.0
CRIS13650400.png,DS1,covid,abnormal,2,covid_DS1_CRIS13650400.png,3052.0,3052.0
CRIS13650569.png,DS1,covid,abnormal,3,covid_DS1_CRIS13650569.png,2863.0,2639.0
CRIS13651174.png,DS1,covid,abnormal,1,covid_DS1_CRIS13651174.png,2802.0,2911.0
CRIS13651362.png,DS1,covid,abnormal,test,covid_DS1_CRIS13651362.png,3052.0,3052.0
CRIS13651547.png,DS1,covid,abnormal,5,covid_DS1_CRIS13651547.png,2671.0,2921.0
CRIS13651657.png,DS1,covid,abnormal,4,covid_DS1_CRIS13651657.png,2582.0,2568.0
CRIS13651721.png,DS1,covid,abnormal,test,covid_DS1_CRIS13651721.png,3052.0,3052.0
CRIS13651874.png,DS1,covid,abnormal,4,covid_DS1_CRIS13651874.png,2278.0,2724.0
CRIS13651882.png,DS1,covid,abnormal,2,covid_DS1_CRIS13651882.png,2564.0,2762.0
CRIS13652173.png,DS1,covid,abnormal,5,covid_DS1_CRIS13652173.png,2552.0,2605.0
CRIS13652219.png,DS1,covid,abnormal,test,covid_DS1_CRIS13652219.png,2800.0,3408.0
CRIS13652299.png,DS1,covid,abnormal,test,covid_DS1_CRIS13652299.png,3052.0,3052.0
CRIS13652417.png,DS1,covid,abnormal,4,covid_DS1_CRIS13652417.png,3052.0,3052.0
CRIS13652485.png,DS1,covid,abnormal,5,covid_DS1_CRIS13652485.png,3052.0,3052.0
CRIS13652512.png,DS1,covid,abnormal,test,covid_DS1_CRIS13652512.png,3052.0,3052.0
CRIS13653197.png,DS1,covid,abnormal,2,covid_DS1_CRIS13653197.png,3052.0,3052.0
CRIS13653291.png,DS1,covid,abnormal,test,covid_DS1_CRIS13653291.png,3052.0,3052.0
CRIS13653405.png,DS1,covid,abnormal,1,covid_DS1_CRIS13653405.png,3052.0,3052.0
CRIS13653800.png,DS1,covid,abnormal,4,covid_DS1_CRIS13653800.png,2800.0,3408.0
CRIS13653987.png,DS1,covid,abnormal,test,covid_DS1_CRIS13653987.png,2304.0,3230.0
CRIS13654047.png,DS1,covid,abnormal,1,covid_DS1_CRIS13654047.png,3052.0,3052.0
CRIS13654098.png,DS1,covid,abnormal,5,covid_DS1_CRIS13654098.png,2316.0,2787.0
CRIS13654347.png,DS1,covid,abnormal,2,covid_DS1_CRIS13654347.png,3052.0,3052.0
CRIS13654377.png,DS1,covid,abnormal,2,covid_DS1_CRIS13654377.png,3052.0,3052.0
CRIS13654505.png,DS1,covid,abnormal,test,covid_DS1_CRIS13654505.png,3052.0,3052.0
CRIS13654520.png,DS1,covid,abnormal,test,covid_DS1_CRIS13654520.png,2800.0,3408.0
CRIS13654524.png,DS1,covid,abnormal,3,covid_DS1_CRIS13654524.png,2800.0,3408.0
CRIS13654527.png,DS1,covid,abnormal,3,covid_DS1_CRIS13654527.png,2800.0,3408.0
CRIS13654613.png,DS1,covid,abnormal,2,covid_DS1_CRIS13654613.png,3052.0,3052.0
CRIS13654657.png,DS1,covid,abnormal,2,covid_DS1_CRIS13654657.png,3052.0,3052.0
CRIS13654678.png,DS1,covid,abnormal,1,covid_DS1_CRIS13654678.png,2287.0,2784.0
CRIS13654998.png,DS1,covid,abnormal,2,covid_DS1_CRIS13654998.png,3052.0,3052.0
CRIS13655121.png,DS1,covid,abnormal,3,covid_DS1_CRIS13655121.png,3052.0,3052.0
CRIS13655260.png,DS1,covid,abnormal,test,covid_DS1_CRIS13655260.png,3052.0,3052.0
CRIS13655432.png,DS1,covid,abnormal,5,covid_DS1_CRIS13655432.png,2844.0,2619.0
CRIS13655452.png,DS1,covid,abnormal,4,covid_DS1_CRIS13655452.png,2245.0,3017.0
CRIS13655515.png,DS1,covid,abnormal,3,covid_DS1_CRIS13655515.png,3052.0,3052.0
CRIS13655700.png,DS1,covid,abnormal,3,covid_DS1_CRIS13655700.png,3052.0,3052.0
CRIS13655707.png,DS1,covid,abnormal,5,covid_DS1_CRIS13655707.png,2551.0,3408.0
CRIS13656324.png,DS1,covid,abnormal,5,covid_DS1_CRIS13656324.png,3052.0,3052.0
CRIS13656471.png,DS1,covid,abnormal,3,covid_DS1_CRIS13656471.png,3052.0,3052.0
CRIS13656482.png,DS1,covid,abnormal,1,covid_DS1_CRIS13656482.png,3052.0,3052.0
CRIS13656589.png,DS1,covid,abnormal,test,covid_DS1_CRIS13656589.png,3052.0,3052.0
CRIS13656656.png,DS1,covid,abnormal,5,covid_DS1_CRIS13656656.png,3052.0,3052.0
CRIS13656913.png,DS1,covid,abnormal,4,covid_DS1_CRIS13656913.png,2802.0,2669.0
CRIS13657088.png,DS1,covid,abnormal,1,covid_DS1_CRIS13657088.png,2200.0,2976.0
CRIS13657130.png,DS1,covid,abnormal,2,covid_DS1_CRIS13657130.png,2372.0,2652.0
CRIS13657159.png,DS1,covid,abnormal,5,covid_DS1_CRIS13657159.png,3052.0,3052.0
CRIS13657363.png,DS1,covid,abnormal,1,covid_DS1_CRIS13657363.png,2840.0,2332.0
CRIS13657710.png,DS1,covid,abnormal,3,covid_DS1_CRIS13657710.png,2449.0,2925.0
CRIS13657965.png,DS1,covid,abnormal,5,covid_DS1_CRIS13657965.png,2852.0,3028.0
CRIS13658097.png,DS1,covid,abnormal,5,covid_DS1_CRIS13658097.png,2756.0,2948.0
CRIS13658212.png,DS1,covid,abnormal,test,covid_DS1_CRIS13658212.png,3052.0,3052.0
CRIS13658253.png,DS1,covid,abnormal,test,covid_DS1_CRIS13658253.png,3052.0,3052.0
CRIS13658258.png,DS1,covid,abnormal,5,covid_DS1_CRIS13658258.png,3052.0,3052.0
CRIS13658932.png,DS1,covid,abnormal,2,covid_DS1_CRIS13658932.png,2993.0,2870.0
CRIS13659381.png,DS1,covid,abnormal,2,covid_DS1_CRIS13659381.png,3052.0,3052.0
CRIS13659947.png,DS1,covid,abnormal,4,covid_DS1_CRIS13659947.png,3052.0,2836.0
CRIS13660198.png,DS1,covid,abnormal,2,covid_DS1_CRIS13660198.png,2758.0,2591.0
CRIS13660992.png,DS1,covid,abnormal,5,covid_DS1_CRIS13660992.png,3052.0,3052.0
CRIS13661066.png,DS1,covid,abnormal,2,covid_DS1_CRIS13661066.png,2283.0,2792.0
CRIS13661363.png,DS1,covid,abnormal,test,covid_DS1_CRIS13661363.png,2993.0,2911.0
CRIS13661514.png,DS1,covid,abnormal,test,covid_DS1_CRIS13661514.png,3052.0,3044.0
CRIS13661562.png,DS1,covid,abnormal,2,covid_DS1_CRIS13661562.png,3052.0,3052.0
CRIS13662479.png,DS1,covid,abnormal,3,covid_DS1_CRIS13662479.png,3052.0,3036.0
CRIS13662628.png,DS1,covid,abnormal,1,covid_DS1_CRIS13662628.png,3052.0,3052.0
CRIS13662818.png,DS1,covid,abnormal,2,covid_DS1_CRIS13662818.png,3052.0,3036.0
CRIS13662831.png,DS1,covid,abnormal,5,covid_DS1_CRIS13662831.png,2814.0,2854.0
CRIS13662897.png,DS1,covid,abnormal,test,covid_DS1_CRIS13662897.png,2833.0,2881.0
CRIS13663637.png,DS1,covid,abnormal,test,covid_DS1_CRIS13663637.png,3052.0,2980.0
CRIS13663651.png,DS1,covid,abnormal,4,covid_DS1_CRIS13663651.png,3052.0,3052.0
CRIS13663760.png,DS1,covid,abnormal,2,covid_DS1_CRIS13663760.png,2623.0,2918.0
CRIS13663769.png,DS1,covid,abnormal,5,covid_DS1_CRIS13663769.png,2724.0,2440.0
CRIS13664106.png,DS1,covid,abnormal,1,covid_DS1_CRIS13664106.png,2562.0,2587.0
CRIS13664853.png,DS1,covid,abnormal,2,covid_DS1_CRIS13664853.png,3028.0,3052.0
CRIS13665082.png,DS1,covid,abnormal,5,covid_DS1_CRIS13665082.png,3052.0,2996.0
CRIS13665548.png,DS1,covid,abnormal,4,covid_DS1_CRIS13665548.png,2800.0,3408.0
CRIS13666449.png,DS1,covid,abnormal,5,covid_DS1_CRIS13666449.png,2800.0,3408.0
CRIS13666533.png,DS1,covid,abnormal,4,covid_DS1_CRIS13666533.png,3052.0,3052.0
CRIS13666542.png,DS1,covid,abnormal,3,covid_DS1_CRIS13666542.png,3052.0,3052.0
CRIS13667865.png,DS1,covid,abnormal,4,covid_DS1_CRIS13667865.png,2641.0,2812.0
CRIS13668211.png,DS1,covid,abnormal,3,covid_DS1_CRIS13668211.png,3052.0,3052.0
CRIS13669199.png,DS1,covid,abnormal,test,covid_DS1_CRIS13669199.png,2466.0,2642.0
CRIS13669421.png,DS1,covid,abnormal,3,covid_DS1_CRIS13669421.png,2783.0,3200.0
CRIS13670270.png,DS1,covid,abnormal,4,covid_DS1_CRIS13670270.png,2702.0,2885.0
CRIS13670569.png,DS1,covid,abnormal,5,covid_DS1_CRIS13670569.png,2321.0,2775.0
CRIS13671189.png,DS1,covid,abnormal,1,covid_DS1_CRIS13671189.png,2800.0,3408.0
CRIS13671191.png,DS1,covid,abnormal,3,covid_DS1_CRIS13671191.png,2800.0,3408.0
CRIS13672409.png,DS1,covid,abnormal,4,covid_DS1_CRIS13672409.png,3052.0,3004.0
CRIS13673045.png,DS1,covid,abnormal,1,covid_DS1_CRIS13673045.png,2379.0,3225.0
CRIS13677182.png,DS1,covid,abnormal,test,covid_DS1_CRIS13677182.png,3052.0,3052.0
CRIS13677915.png,DS1,covid,abnormal,3,covid_DS1_CRIS13677915.png,3052.0,3052.0
CRIS13678872.png,DS1,covid,abnormal,4,covid_DS1_CRIS13678872.png,2741.0,2925.0
TEST_px27.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TEST_px27.png,1024.0,1024.0
TEST_px28.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TEST_px28.png,1024.0,1024.0
TEST_px29.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TEST_px29.png,1024.0,1024.0
TEST_px30.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TEST_px30.png,1024.0,1024.0
TEST_px31.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TEST_px31.png,1024.0,1024.0
TEST_px32.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TEST_px32.png,1024.0,1024.0
TEST_px33.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TEST_px33.png,1024.0,1024.0
TEST_px34.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TEST_px34.png,1024.0,1024.0
TEST_px35.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TEST_px35.png,1024.0,1024.0
TEST_px36.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TEST_px36.png,1024.0,1024.0
TEST_px37.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TEST_px37.png,1024.0,1024.0
TEST_px38.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TEST_px38.png,1024.0,1024.0
TEST_px39.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TEST_px39.png,1024.0,1024.0
TEST_px40.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TEST_px40.png,1024.0,1024.0
TEST_px41.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TEST_px41.png,1024.0,1024.0
TEST_px42.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TEST_px42.png,1024.0,1024.0
TEST_px43.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TEST_px43.png,1024.0,1024.0
TEST_px44.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TEST_px44.png,1024.0,1024.0
TEST_px45.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TEST_px45.png,2828.0,2320.0
TEST_px46.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TEST_px46.png,2828.0,2320.0
TEST_px47.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TEST_px47.png,2828.0,2320.0
TEST_px48.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TEST_px48.png,2828.0,2320.0
TEST_px49.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TEST_px49.png,2828.0,2320.0
TEST_px50.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TEST_px50.png,2828.0,2320.0
TEST_px51.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TEST_px51.png,2828.0,2320.0
TEST_px52.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TEST_px52.png,2828.0,2320.0
TRAIN_px1.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TRAIN_px1.png,1024.0,1024.0
TRAIN_px10.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TRAIN_px10.png,1024.0,1024.0
TRAIN_px11.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TRAIN_px11.png,1024.0,1024.0
TRAIN_px12.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TRAIN_px12.png,1024.0,1024.0
TRAIN_px13.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TRAIN_px13.png,1024.0,1024.0
TRAIN_px14.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TRAIN_px14.png,1024.0,1024.0
TRAIN_px15.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TRAIN_px15.png,1024.0,1024.0
TRAIN_px16.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TRAIN_px16.png,1024.0,1024.0
TRAIN_px17.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TRAIN_px17.png,1024.0,1024.0
TRAIN_px18.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TRAIN_px18.png,1024.0,1024.0
TRAIN_px19.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TRAIN_px19.png,1024.0,1024.0
TRAIN_px2.jpg,DS10,tuberculosis,abnormal,test,tuberculosis_DS10_TRAIN_px2.png,1024.0,1024.0
TRAIN_px20.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TRAIN_px20.png,1024.0,1024.0
TRAIN_px21.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TRAIN_px21.png,1024.0,1024.0
TRAIN_px22.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TRAIN_px22.png,1024.0,1024.0
TRAIN_px23.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TRAIN_px23.png,1024.0,1024.0
TRAIN_px24.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TRAIN_px24.png,1024.0,1024.0
TRAIN_px25.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TRAIN_px25.png,1024.0,1024.0
TRAIN_px26.jpg,DS10,tuberculosis,abnormal,3,tuberculosis_DS10_TRAIN_px26.png,1024.0,1024.0
TRAIN_px27.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TRAIN_px27.png,1024.0,1024.0
TRAIN_px28.jpg,DS10,tuberculosis,abnormal,2,tuberculosis_DS10_TRAIN_px28.png,1024.0,1024.0
TRAIN_px29.jpg,DS10,tuberculosis,abnormal,5,tuberculosis_DS10_TRAIN_px29.png,1024.0,1024.0
TRAIN_px3.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TRAIN_px3.png,1024.0,1024.0
TRAIN_px30.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TRAIN_px30.png,1024.0,1024.0
TRAIN_px31.jpg,DS10,tuberculosis,abnormal,4,tuberculosis_DS10_TRAIN_px31.png,1024.0,1024.0
TRAIN_px32.jpg,DS10,tuberculosis,abnormal,1,tuberculosis_DS10_TRAIN_px32.png,1024.0,1024.0
